StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
EST-0730,18,0,0,3,19.9,7,0,2,0,1,1,1,4.0,0
EST-0731,17,1,0,1,4.3,22,0,0,0,0,0,1,2.03,3
EST-0732,15,0,1,3,16.3,1,0,3,0,1,1,1,2.99,2
EST-0733,15,0,2,4,9.1,15,1,4,0,1,0,0,3.65,0
EST-0734,18,1,1,3,10.9,8,1,4,0,0,1,1,3.69,0
EST-0735,16,1,1,1,17.9,12,1,1,1,1,0,0,3.69,0
EST-0736,17,1,0,3,9.4,22,0,1,1,1,1,1,1.81,4
EST-0737,18,0,3,4,11.7,11,0,3,0,1,1,1,2.37,3
EST-0738,15,1,2,3,2.9,21,0,3,0,1,1,0,2.1,3
EST-0739,15,1,2,3,2.0,24,0,3,0,0,0,0,1.27,4
EST-0740,18,0,2,2,6.4,16,1,1,1,1,0,0,1.86,4
EST-0741,17,1,3,3,14.3,1,0,4,1,0,1,0,3.25,1
EST-0742,16,0,1,0,4.2,12,0,3,0,1,0,1,2.34,3
EST-0743,16,1,0,3,4.0,0,0,3,1,0,1,0,3.05,1
EST-0744,15,0,1,1,9.4,18,1,2,0,1,0,0,2.86,2
EST-0745,17,1,2,2,13.7,10,0,2,0,1,0,0,3.22,1
EST-0746,16,1,2,2,14.8,4,1,4,0,0,0,1,3.8,0
EST-0747,17,0,1,3,5.2,0,1,3,0,1,1,1,3.45,1
EST-0748,17,0,0,1,3.4,19,0,4,0,1,0,0,1.71,4
EST-0749,15,1,0,3,18.9,12,0,4,1,0,0,1,3.47,1
EST-0750,16,0,3,3,6.7,7,0,3,0,1,1,1,2.44,3
EST-0751,18,0,1,1,17.4,5,0,2,0,1,1,0,3.51,0
EST-0752,15,0,1,1,17.5,16,1,0,0,1,0,1,3.41,1
EST-0753,16,0,0,1,15.9,11,1,0,0,1,0,0,2.79,2
EST-0754,16,1,0,4,5.0,0,1,2,1,1,1,0,3.95,0
EST-0755,16,1,2,3,16.8,2,1,1,0,0,1,0,3.99,0
EST-0756,16,0,1,2,15.8,13,1,2,0,0,1,1,3.44,1
EST-0757,16,0,2,1,12.7,7,1,2,1,1,1,0,2.65,2
EST-0758,17,0,1,3,8.1,10,1,2,0,1,1,1,2.33,3
EST-0759,15,0,1,4,6.7,13,1,2,0,0,0,1,2.97,2
EST-0760,17,1,0,4,4.2,7,1,1,0,0,1,1,3.23,1
EST-0761,18,1,2,3,11.2,2,1,0,0,0,1,1,3.17,1
EST-0762,16,0,1,1,12.5,6,0,3,1,0,0,0,3.75,0
EST-0763,15,0,1,1,8.5,18,0,2,0,0,1,0,2.38,3
EST-0764,16,0,1,0,10.6,3,0,2,0,0,1,1,2.52,2
EST-0765,15,1,3,2,8.5,24,1,3,1,1,1,0,2.42,3
EST-0766,17,0,0,1,13.5,15,0,3,0,1,0,1,3.7,0
EST-0767,15,1,2,2,18.2,12,1,2,0,1,1,1,3.07,1
EST-0768,18,0,0,2,5.0,19,1,3,1,1,1,0,2.62,2
EST-0769,18,1,1,4,8.9,18,0,4,0,1,1,1,2.52,2
EST-0770,15,0,0,3,4.5,4,1,3,1,0,1,0,3.51,0
EST-0771,15,1,0,4,13.2,22,0,2,0,0,0,1,3.02,1
EST-0772,15,0,1,3,15.1,4,1,3,1,0,0,1,3.81,0
EST-0773,15,0,0,1,18.8,19,1,1,0,0,1,1,3.48,1
EST-0774,18,0,1,3,7.0,23,0,3,0,0,1,1,2.94,2
EST-0775,16,1,3,2,19.1,3,0,4,1,0,1,0,3.94,0
EST-0776,15,0,0,3,3.1,1,0,2,0,1,1,1,3.07,1
EST-0777,15,1,2,2,12.9,12,0,4,1,1,1,1,2.8,2
EST-0778,18,1,1,4,3.0,15,0,2,1,0,1,0,2.16,3
EST-0779,18,0,1,2,18.1,21,0,4,1,1,1,1,2.88,2
EST-0780,17,0,0,2,11.5,1,1,3,1,0,0,1,4.0,0
EST-0781,15,0,0,4,14.0,18,1,0,0,1,1,1,3.41,1
EST-0782,17,1,0,0,17.0,16,1,3,1,0,0,1,3.16,1
EST-0783,18,0,0,3,4.7,4,1,2,0,0,0,1,3.73,0
EST-0784,18,1,0,3,2.7,24,0,0,0,1,1,1,1.95,4
EST-0785,16,1,1,4,17.8,17,1,3,1,0,0,0,3.94,0
EST-0786,15,0,2,4,7.7,22,1,2,1,1,0,1,2.32,3
EST-0787,17,0,2,4,4.3,20,0,3,0,1,0,0,1.87,4
EST-0788,18,0,1,1,10.4,17,1,2,1,0,1,1,2.34,3
EST-0789,18,0,0,4,12.8,7,0,1,0,0,0,0,3.5,0
EST-0790,17,0,0,3,2.6,14,0,4,1,0,0,0,1.83,4
EST-0791,16,0,0,3,6.9,12,0,2,0,1,1,0,2.74,2
EST-0792,18,1,0,1,2.6,12,1,3,0,1,1,0,2.06,3
EST-0793,15,1,1,3,9.6,15,0,3,1,0,0,1,2.96,2
EST-0794,18,1,1,4,18.1,21,1,3,0,0,1,1,3.43,1
EST-0795,15,0,0,4,19.7,19,1,4,0,0,1,1,4.0,0
EST-0796,17,1,0,2,13.5,12,1,3,1,0,0,0,3.81,0
EST-0797,15,1,2,0,4.9,19,0,2,1,0,0,0,2.26,3
EST-0798,17,1,2,2,18.3,1,0,4,1,0,0,0,4.0,0
EST-0799,15,1,0,4,11.3,2,0,1,1,0,1,0,3.32,1
EST-0800,17,1,3,3,4.8,14,1,2,1,1,0,0,2.16,3
EST-0801,15,0,3,2,18.6,22,1,4,0,1,0,0,2.91,2
EST-0802,16,0,0,1,15.6,18,0,3,0,0,1,0,1.87,4
EST-0803,15,1,0,2,15.2,12,1,3,1,0,1,1,3.04,1
EST-0804,15,1,1,2,14.8,4,0,3,0,1,1,0,3.47,1
EST-0805,16,1,3,4,5.6,21,0,3,0,0,1,1,1.93,4
EST-0806,18,0,2,3,5.8,5,1,4,0,1,0,1,3.31,1
EST-0807,18,0,0,2,14.4,13,1,2,0,1,0,0,3.45,1
EST-0808,15,1,0,3,6.0,3,0,1,0,0,0,0,2.62,2
EST-0809,16,0,1,1,9.9,21,1,2,1,1,1,0,1.98,4
EST-0810,15,0,1,4,16.1,18,0,3,1,1,0,0,3.02,1
EST-0811,17,1,0,2,16.1,22,0,2,0,0,1,1,2.16,3
EST-0812,17,0,2,2,10.2,6,1,0,0,0,1,0,2.96,2
EST-0813,15,0,1,2,16.3,3,0,2,1,1,1,1,4.0,0
EST-0814,18,1,2,3,17.1,1,1,4,1,0,0,0,4.0,0
EST-0815,18,0,2,3,13.8,6,0,3,1,1,1,1,4.0,0
EST-0816,15,0,2,3,6.1,2,1,2,1,1,0,1,3.89,0
EST-0817,15,1,1,2,6.9,14,1,1,0,1,0,1,2.32,3
EST-0818,17,0,1,2,7.7,0,0,2,1,1,0,1,2.58,2
EST-0819,18,0,0,1,4.1,1,1,1,1,1,1,1,2.89,2
EST-0820,15,1,1,3,6.9,9,1,1,0,1,0,0,3.36,1
EST-0821,17,1,0,0,5.8,15,0,4,1,0,0,0,1.99,4
EST-0822,18,1,1,3,10.2,24,1,4,1,0,1,0,3.11,1
EST-0823,16,0,0,4,18.4,14,0,1,1,0,0,1,3.64,0
EST-0824,17,1,0,4,3.9,23,1,1,1,0,1,0,1.78,4
EST-0825,18,0,0,2,15.0,14,0,2,1,1,0,1,2.57,2
EST-0826,18,1,0,2,14.4,13,0,2,0,1,1,1,3.13,1
EST-0827,17,0,2,1,3.7,21,0,2,0,1,1,0,1.66,4
EST-0828,16,1,2,3,18.6,13,0,2,0,1,1,1,2.97,2
EST-0829,17,1,1,4,12.2,5,1,2,0,1,1,0,3.55,0
EST-0830,18,1,0,1,8.5,13,0,3,0,0,1,1,2.43,3
EST-0831,15,1,0,2,15.6,16,1,3,1,0,0,0,2.68,2
EST-0832,15,0,0,4,6.6,17,0,3,1,0,0,1,2.73,2
EST-0833,17,1,0,4,14.5,19,1,2,1,1,0,0,2.96,2
EST-0834,18,1,2,1,2.7,18,0,4,1,1,0,0,0.81,4
EST-0835,15,0,0,3,17.1,16,1,4,1,0,1,1,3.62,0
EST-0836,18,1,0,1,10.1,15,1,1,1,1,1,1,2.33,3
EST-0837,17,0,0,1,13.5,7,0,2,1,1,0,1,3.66,0
EST-0838,15,1,0,4,6.0,6,0,2,1,0,1,0,2.58,2
EST-0839,18,1,1,4,14.2,19,0,1,1,1,0,0,2.17,3
EST-0840,15,1,1,3,15.9,11,1,2,1,0,1,1,3.76,0
EST-0841,17,0,0,0,10.5,8,1,3,1,0,1,0,2.88,2
EST-0842,18,1,0,4,13.1,13,1,2,1,0,0,0,3.05,1
EST-0843,15,1,0,2,10.2,19,1,2,1,0,0,1,2.86,2
EST-0844,17,1,0,2,18.1,0,0,2,0,1,1,0,3.34,1
EST-0845,15,0,0,3,11.0,9,0,4,1,1,0,0,2.57,2
EST-0846,15,0,3,1,17.2,16,0,2,0,1,0,0,3.48,1
EST-0847,16,1,1,3,16.4,16,0,3,1,0,0,1,3.29,1
EST-0848,16,0,1,3,9.4,16,1,0,1,1,0,0,2.5,2
EST-0849,17,1,1,1,6.1,3,1,1,1,0,1,1,2.95,2
EST-0850,16,1,1,1,9.3,16,0,3,0,1,1,0,2.56,2
EST-0851,17,1,1,1,16.9,17,1,1,0,1,1,0,3.39,1
EST-0852,16,1,1,1,6.1,19,0,0,1,0,1,0,1.32,4
EST-0853,15,1,2,3,11.4,22,1,1,1,1,0,0,2.71,2
EST-0854,17,1,0,4,16.5,1,1,3,1,0,0,0,4.0,0
EST-0855,17,1,1,0,8.4,7,1,3,1,0,0,1,2.97,2
EST-0856,15,0,1,0,13.6,12,1,2,0,1,1,0,3.11,1
EST-0857,17,0,2,3,6.4,22,1,3,0,1,1,0,2.46,3
EST-0858,17,0,1,4,4.0,24,1,1,1,1,1,0,2.34,3
EST-0859,16,0,1,2,16.3,21,0,3,0,1,1,0,2.9,2
EST-0860,17,0,0,2,3.8,19,1,2,0,0,0,1,1.6,4
EST-0861,18,0,1,3,6.9,21,0,3,1,0,0,0,1.6,4
EST-0862,15,0,0,2,17.4,14,0,4,1,1,0,0,3.1,1
EST-0863,16,1,0,0,8.2,19,0,4,1,1,1,0,2.89,2
EST-0864,16,1,0,3,19.5,22,0,0,0,1,1,0,2.27,3
EST-0865,18,1,1,3,19.6,8,0,4,1,0,1,1,3.72,0
EST-0866,15,1,0,3,6.8,2,0,1,0,1,1,1,2.63,2
EST-0867,15,0,0,3,2.7,2,1,4,1,0,1,0,3.1,1
EST-0868,16,0,2,3,14.7,1,1,2,1,1,1,0,4.0,0
EST-0869,17,1,0,1,10.1,0,1,2,0,1,0,0,4.0,0
EST-0870,16,1,1,2,3.8,13,0,1,0,0,1,0,2.17,3
EST-0871,15,0,1,1,14.7,16,0,1,0,0,1,0,2.18,3
EST-0872,18,1,0,1,2.6,12,0,3,0,1,1,1,3.19,1
EST-0873,16,1,2,3,17.7,18,1,4,0,0,0,1,3.6,0
EST-0874,15,1,0,4,4.5,22,1,3,0,0,0,0,2.19,3
EST-0875,16,1,1,4,4.3,14,1,3,1,1,1,0,3.38,1
EST-0876,17,0,1,3,5.2,24,0,3,0,0,0,0,1.69,4
EST-0877,16,1,1,1,19.3,13,0,2,0,0,0,1,3.76,0
EST-0878,16,1,1,1,14.5,1,0,0,1,1,0,0,2.77,2
EST-0879,15,0,0,4,16.4,6,1,0,0,1,1,0,4.0,0
EST-0880,15,0,0,3,9.2,16,0,2,0,0,0,1,2.51,2
EST-0881,15,1,2,3,8.1,17,0,2,1,1,0,1,2.82,2
EST-0882,16,0,1,3,6.2,5,0,1,1,0,0,0,3.41,1
EST-0883,17,1,2,3,10.7,20,0,1,1,0,1,0,1.77,4
EST-0884,18,1,2,4,11.9,7,1,1,0,0,0,0,3.96,0
EST-0885,18,0,2,1,13.4,1,1,4,1,1,1,0,3.35,1
EST-0886,15,1,1,3,6.6,0,0,1,0,0,0,1,2.51,2
EST-0887,15,1,0,4,19.1,15,0,2,1,0,1,1,2.96,2
EST-0888,16,1,2,2,5.1,6,1,3,0,0,1,0,3.27,1
EST-0889,18,1,1,3,19.4,21,1,2,1,1,1,1,3.31,1
EST-0890,15,0,0,2,2.3,23,0,1,1,1,1,0,1.31,4
EST-0891,17,0,2,4,10.7,10,1,2,1,1,1,1,3.4,1
EST-0892,17,1,2,0,8.0,14,1,1,0,0,0,0,2.67,2
EST-0893,15,0,1,3,10.1,12,0,2,0,0,0,0,2.96,2
EST-0894,15,1,0,1,12.3,23,1,1,1,1,0,1,2.82,2
EST-0895,18,1,0,3,9.8,1,1,3,1,0,1,1,4.0,0
EST-0896,18,1,2,1,9.5,13,1,3,1,0,1,1,2.92,2
EST-0897,16,1,3,1,15.2,23,1,2,1,0,1,1,2.5,2
EST-0898,18,1,0,2,14.3,5,0,2,0,0,0,1,3.49,1
EST-0899,17,0,0,4,17.0,8,1,2,1,1,1,0,3.42,1
EST-0900,17,1,2,1,6.5,6,1,3,1,1,1,0,2.79,2
EST-0901,15,0,0,1,13.0,17,0,2,0,1,1,1,2.85,2
EST-0902,18,0,1,3,12.5,23,1,3,0,0,1,0,2.79,2
EST-0903,16,1,3,3,8.7,8,0,3,1,0,0,0,2.44,3
EST-0904,17,1,0,4,10.7,22,0,2,1,1,1,0,1.74,4
EST-0905,17,1,1,1,7.6,3,1,2,0,1,1,0,3.19,1
EST-0906,16,1,0,3,4.6,8,1,2,0,1,1,1,3.37,1
EST-0907,16,1,0,1,5.8,3,1,1,1,0,1,0,3.38,1
EST-0908,17,0,2,1,3.9,11,1,0,0,1,0,0,2.32,3
EST-0909,17,1,1,3,14.3,3,1,1,0,0,1,0,4.0,0
EST-0910,16,1,3,3,13.9,24,0,1,1,1,0,0,2.2,3
EST-0911,17,0,1,3,19.1,23,1,2,1,0,0,1,3.12,1
EST-0912,15,0,0,2,15.1,19,0,3,0,0,1,0,1.69,4
EST-0913,15,1,0,2,2.9,13,1,2,1,1,1,0,2.26,3
EST-0914,16,0,0,2,17.9,23,0,4,1,0,0,0,3.17,1
EST-0915,18,1,0,4,17.5,23,1,4,1,0,1,1,4.0,0
EST-0916,16,0,0,2,10.0,6,1,4,1,1,1,1,3.2,1
EST-0917,16,0,0,2,12.5,12,1,3,1,1,0,0,3.47,1
EST-0918,18,1,1,2,19.6,21,1,2,0,1,0,0,3.63,0
EST-0919,18,0,2,3,11.6,7,1,1,0,0,0,1,3.34,1
EST-0920,18,0,1,2,18.3,22,0,3,1,0,0,0,1.88,4
EST-0921,15,0,2,4,3.5,4,1,3,1,1,0,1,3.35,1
EST-0922,17,0,0,2,5.4,11,1,3,1,1,0,0,3.14,1
EST-0923,15,0,0,4,9.9,12,1,4,0,0,1,0,3.04,1
EST-0924,17,0,1,1,12.5,19,0,2,0,1,1,1,2.21,3
EST-0925,15,1,1,3,16.7,13,1,2,0,1,1,0,3.05,1
EST-0926,17,1,0,4,19.8,17,0,1,0,0,1,0,2.08,3
EST-0927,15,0,2,1,9.0,23,1,0,1,0,1,0,2.44,3
EST-0928,18,1,2,4,2.9,24,0,2,1,1,1,1,1.69,4
EST-0929,16,1,1,2,16.4,19,1,3,0,0,1,1,3.85,0
EST-0930,15,1,0,4,12.9,3,1,3,0,0,1,0,4.0,0
EST-0931,17,0,2,3,5.6,20,0,2,1,1,1,0,1.84,4
EST-0932,18,1,1,2,10.9,17,1,4,1,1,0,0,3.01,1
EST-0933,15,0,2,1,15.4,6,0,3,1,1,0,0,3.51,0
EST-0934,15,1,2,2,15.9,14,1,3,1,0,1,1,3.81,0
EST-0935,18,0,2,1,11.0,20,1,1,1,1,1,1,2.57,2
EST-0936,15,0,1,1,7.5,5,0,4,0,0,0,1,3.35,1
EST-0937,16,1,0,1,19.5,15,1,3,1,1,0,0,3.41,1
EST-0938,15,1,1,2,13.9,19,0,1,0,0,0,0,1.99,4
EST-0939,16,0,1,3,9.3,23,0,1,0,0,1,1,1.95,4
EST-0940,16,1,2,1,7.0,7,1,4,1,1,0,0,3.25,1
EST-0941,18,1,0,1,15.2,20,1,0,0,0,0,0,2.13,3
EST-0942,15,1,0,3,6.4,15,1,2,0,1,0,1,2.15,3
EST-0943,18,0,2,1,5.1,21,0,2,1,1,1,0,1.88,4
EST-0944,15,0,2,1,11.5,15,0,3,0,0,0,1,2.4,3
EST-0945,15,1,3,1,7.2,2,1,3,1,0,1,0,3.25,1
EST-0946,17,1,2,4,13.3,16,0,2,1,0,0,0,2.68,2
EST-0947,15,1,1,4,4.1,8,0,2,0,1,0,0,3.19,1
EST-0948,18,0,1,2,13.8,24,0,4,1,1,1,0,3.0,1
EST-0949,16,0,2,3,7.1,2,0,3,1,1,0,0,2.61,2
EST-0950,15,1,1,3,2.0,19,1,4,0,1,0,1,2.21,3
EST-0951,17,1,1,3,4.3,6,1,2,1,1,0,1,3.33,1
EST-0952,18,1,0,3,18.8,17,1,2,0,1,1,0,3.7,0
EST-0953,15,1,1,3,17.6,11,0,2,0,0,1,0,3.26,1
EST-0954,18,1,2,2,6.2,18,0,3,1,1,1,1,1.69,4
EST-0955,17,1,0,0,16.0,15,0,1,0,1,0,1,2.27,3
EST-0956,17,0,0,2,13.0,21,0,2,1,1,1,0,2.14,3
EST-0957,18,1,0,4,19.5,23,1,0,0,1,0,1,3.18,1
EST-0958,15,0,0,3,8.7,16,0,2,1,0,0,1,3.08,1
EST-0959,16,1,0,4,14.3,19,0,3,1,0,0,1,2.59,2
EST-0960,17,1,1,4,3.1,14,1,0,0,0,0,0,1.96,4
EST-0961,15,0,3,1,9.1,0,1,3,0,1,0,1,3.5,0
EST-0962,15,0,1,3,19.3,1,1,4,1,1,0,1,4.0,0
EST-0963,16,0,0,3,11.7,7,0,2,1,1,0,1,2.48,3
EST-0964,17,0,0,4,7.2,21,0,3,0,0,0,1,2.85,2
EST-0965,17,1,1,4,4.2,24,0,4,1,1,1,0,1.96,4
EST-0966,15,0,0,3,14.7,1,0,4,1,1,1,1,3.52,0
EST-0967,15,1,2,1,13.6,18,0,2,0,0,0,1,1.8,4
EST-0968,16,0,1,3,8.7,8,0,1,0,0,1,1,2.96,2
EST-0969,16,1,2,1,19.1,8,1,1,1,1,1,0,3.54,0
EST-0970,17,1,0,3,2.4,12,0,3,0,0,1,0,2.35,3
EST-0971,18,1,1,4,7.5,5,1,3,0,1,0,0,3.12,1
EST-0972,17,1,0,2,18.6,14,1,3,1,1,1,1,3.48,1
EST-0973,15,1,3,3,7.8,18,1,2,0,0,0,1,2.44,3
EST-0974,17,1,1,2,6.5,20,0,1,0,1,1,1,1.78,4
EST-0975,18,0,0,2,11.6,14,0,3,1,0,1,0,2.45,3
EST-0976,16,1,0,2,16.8,17,1,2,0,0,1,1,2.6,2
EST-0977,18,0,0,3,3.9,6,0,3,1,1,0,1,3.77,0
EST-0978,18,0,1,4,19.0,10,0,2,0,0,0,0,2.97,2
EST-0979,18,1,0,4,16.3,7,1,2,0,1,0,1,3.95,0
EST-0980,16,0,1,1,5.3,5,0,2,1,1,0,1,1.8,4
EST-0981,18,1,0,4,14.8,7,0,2,0,0,0,0,2.58,2
EST-0982,18,0,1,3,8.9,1,0,2,0,0,0,0,3.2,1
EST-0983,18,1,2,2,9.2,18,0,1,0,0,0,0,2.18,3
EST-0984,15,0,2,1,16.1,15,1,2,0,1,0,0,3.67,0
EST-0985,18,1,2,2,19.3,6,1,0,0,1,0,0,3.86,0
EST-0986,16,1,0,4,4.3,9,0,1,0,1,1,1,2.36,3
EST-0987,18,1,0,3,9.6,11,0,3,1,1,1,0,2.45,3
EST-0988,18,1,1,3,10.7,16,0,2,0,1,0,1,3.14,1
EST-0989,16,0,0,2,8.8,6,1,3,0,1,1,1,3.7,0
EST-0990,18,1,1,3,8.5,21,0,3,1,1,1,0,1.76,4
EST-0991,16,0,0,0,2.9,7,0,3,1,0,0,0,2.28,3
EST-0992,18,0,0,2,14.3,6,1,4,1,1,0,1,3.89,0
EST-0993,16,0,0,3,9.9,3,0,0,0,1,1,1,2.75,2
EST-0994,18,1,2,1,5.5,2,1,3,1,0,0,1,3.5,0
EST-0995,18,0,0,4,16.7,18,0,4,1,1,1,0,3.53,0
EST-0996,15,0,1,1,16.4,14,1,4,0,1,0,1,3.4,1
EST-0997,15,0,0,3,10.8,3,0,1,1,0,1,0,2.96,2
EST-0998,18,1,1,2,7.4,24,0,2,0,1,0,1,2.41,3
EST-0999,18,1,0,3,13.5,8,1,1,0,0,1,1,3.79,0
EST-1000,17,0,2,1,7.2,12,1,3,0,1,1,1,2.84,2
EST-1001,16,1,2,0,6.2,17,1,3,0,1,1,0,1.74,4
EST-1002,17,1,0,4,15.1,20,1,2,0,0,1,0,3.28,1
EST-1003,15,0,3,2,2.7,15,1,2,1,0,0,1,2.61,2
EST-1004,15,0,3,4,3.7,0,0,3,0,1,1,1,1.97,4
EST-1005,15,1,2,4,2.1,3,1,2,1,1,0,1,3.19,1
EST-1006,15,0,2,1,4.8,17,1,4,0,0,1,0,2.35,3
EST-1007,18,1,0,2,3.2,7,1,3,1,1,0,0,2.8,2
EST-1008,15,1,1,3,19.9,19,1,1,0,0,1,0,2.95,2
EST-1009,18,1,0,4,7.2,15,0,3,0,0,0,0,2.5,2
EST-1010,18,1,0,4,4.7,20,0,2,0,0,1,0,2.58,2
EST-1011,15,1,3,3,6.3,10,0,3,1,1,1,1,2.47,3
EST-1012,15,1,0,3,18.9,19,0,4,1,1,0,1,3.59,0
EST-1013,16,0,2,1,11.4,20,0,4,1,1,1,1,2.11,3
EST-1014,17,0,2,4,8.6,20,1,2,0,0,1,0,3.0,1
EST-1015,15,1,2,4,17.7,20,0,2,0,1,1,1,2.93,2
EST-1016,16,1,3,1,9.1,18,0,2,1,0,1,0,2.27,3
EST-1017,16,1,0,2,8.0,22,1,2,0,0,0,0,2.35,3
EST-1018,17,0,0,1,5.7,18,1,1,1,1,1,1,2.43,3
EST-1019,18,1,1,2,8.8,17,0,2,0,1,0,1,1.23,4
EST-1020,15,0,0,4,7.7,18,0,0,1,0,0,0,1.52,4
EST-1021,17,1,0,2,14.2,10,1,2,1,1,0,0,3.55,0
EST-1022,15,1,0,1,7.2,2,0,2,0,0,0,1,1.98,4
EST-1023,16,0,2,2,12.4,7,1,4,1,1,1,0,3.44,1
EST-1024,16,0,1,4,3.2,19,1,3,0,0,1,0,2.46,3
EST-1025,18,1,0,3,5.4,18,0,2,0,1,0,0,1.74,4
EST-1026,16,1,1,2,9.3,9,0,1,0,0,1,1,2.29,3
EST-1027,16,1,0,1,18.9,15,0,2,1,1,1,0,3.07,1
EST-1028,17,0,0,4,8.8,4,1,2,1,0,0,0,3.91,0
EST-1029,15,0,2,4,14.0,19,1,2,1,0,0,0,2.74,2
EST-1030,15,0,1,2,6.6,8,0,3,0,0,0,0,2.44,3
EST-1031,17,0,2,1,4.3,7,0,3,0,0,1,0,2.17,3
EST-1032,18,0,0,1,3.1,10,0,3,1,0,0,0,1.26,4
EST-1033,15,0,2,1,7.5,15,1,2,0,0,0,0,2.62,2
EST-1034,16,1,1,3,4.8,6,1,4,0,1,1,1,3.64,0
EST-1035,15,1,1,4,5.1,14,1,4,1,0,1,1,3.39,1
EST-1036,16,0,1,2,15.7,23,0,2,1,0,1,1,2.09,3
EST-1037,18,1,2,4,2.3,20,1,2,0,1,1,0,1.75,4
EST-1038,17,1,1,2,12.0,19,1,2,0,1,1,1,2.79,2
EST-1039,15,0,1,3,8.8,22,0,1,1,0,1,1,2.32,3
EST-1040,17,1,3,3,11.1,16,1,3,1,1,1,0,3.15,1
EST-1041,15,0,2,1,12.1,5,0,2,0,1,1,1,3.1,1
EST-1042,16,0,1,2,7.6,14,1,1,0,0,0,0,3.06,1
EST-1043,17,1,2,3,7.3,7,0,1,0,0,1,0,2.34,3
EST-1044,15,0,0,1,15.2,6,0,2,1,1,0,0,3.07,1
EST-1045,16,0,0,2,17.7,1,1,4,0,1,1,1,4.0,0
EST-1046,17,0,1,3,5.5,12,0,3,0,1,1,0,2.42,3
EST-1047,17,0,3,4,3.8,22,1,3,0,1,0,1,1.87,4
EST-1048,15,0,3,2,18.2,5,0,2,0,1,1,0,3.25,1
EST-1049,15,0,0,4,8.3,4,0,3,0,1,0,0,2.82,2
EST-1050,15,0,1,2,11.9,19,0,2,0,0,1,1,2.52,2
EST-1051,16,0,0,3,8.5,0,1,3,1,1,0,0,3.35,1
EST-1052,15,1,3,3,4.3,17,0,1,1,0,0,1,2.03,3
EST-1053,17,1,3,4,12.6,14,0,2,1,0,1,0,2.58,2
EST-1054,17,1,1,2,11.5,22,1,2,0,1,0,0,1.75,4
EST-1055,15,0,2,3,5.7,9,0,2,1,0,0,0,2.66,2
EST-1056,15,0,2,3,10.1,2,0,4,0,1,1,0,3.5,0
EST-1057,18,1,1,2,16.3,4,0,1,0,0,1,0,3.52,0
EST-1058,17,1,0,1,12.6,23,0,2,0,1,0,0,1.85,4
EST-1059,16,1,1,1,3.7,12,1,2,0,0,1,0,2.14,3
EST-1060,18,0,1,0,11.9,7,0,4,0,1,0,0,3.17,1
EST-1061,15,1,1,4,14.6,21,0,2,1,0,0,1,3.27,1
EST-1062,15,1,0,1,16.3,20,1,3,1,1,0,1,3.06,1
EST-1063,17,0,3,1,13.3,1,0,4,1,0,1,1,3.68,0
EST-1064,15,1,0,3,4.7,8,0,2,0,0,1,0,2.39,3
EST-1065,16,0,1,2,14.8,16,1,2,1,0,0,1,2.51,2
EST-1066,17,0,1,3,14.2,17,1,2,0,1,0,1,3.52,0
EST-1067,15,0,1,1,2.4,12,1,3,1,1,0,0,2.84,2
EST-1068,17,1,1,4,9.4,0,1,0,1,1,1,1,3.79,0
EST-1069,15,1,0,4,8.0,11,0,2,1,1,0,0,2.63,2
EST-1070,15,0,0,4,14.0,19,1,3,1,1,1,1,3.48,1
EST-1071,15,1,1,2,5.9,19,0,3,1,0,0,1,2.43,3
EST-1072,16,1,1,3,12.6,20,1,2,1,1,0,1,3.52,0
EST-1073,16,1,0,1,18.4,4,0,2,0,1,0,1,3.87,0
EST-1074,17,1,2,0,16.4,7,1,1,0,0,0,1,3.39,1
EST-1075,15,0,1,0,18.6,14,1,2,0,1,1,0,2.77,2
EST-1076,15,1,1,3,19.6,2,0,2,0,1,1,1,3.92,0
EST-1077,16,0,2,2,2.2,5,1,4,0,1,1,0,3.14,1
EST-1078,15,0,0,3,13.2,12,1,2,1,1,1,1,3.6,0
EST-1079,16,1,0,0,9.4,11,1,4,0,1,1,0,3.58,0
EST-1080,15,0,2,2,17.5,18,0,3,0,1,0,1,2.9,2
EST-1081,17,1,1,3,6.5,17,1,0,0,0,1,1,3.2,1
EST-1082,15,1,1,2,19.7,23,1,3,0,1,1,1,2.54,2
EST-1083,15,0,2,3,13.0,0,0,0,0,1,1,1,3.43,1
EST-1084,18,0,2,1,16.3,24,0,4,0,1,1,1,2.25,3
EST-1085,16,0,3,4,3.5,6,1,4,0,0,0,0,2.51,2
EST-1086,15,0,1,3,5.3,11,0,2,0,0,0,1,2.33,3
EST-1087,15,1,1,1,15.7,9,0,2,0,0,0,1,2.46,3
EST-1088,18,1,1,1,2.4,11,0,2,1,0,1,0,1.94,4
EST-1089,18,1,0,3,16.7,10,1,2,0,1,0,1,3.67,0
EST-1090,16,0,1,4,2.3,3,1,2,0,0,0,1,3.55,0
EST-1091,18,0,0,2,13.8,18,0,2,1,1,1,1,1.95,4
EST-1092,17,0,3,2,8.6,5,1,3,1,1,1,1,3.73,0
EST-1093,18,1,1,4,13.0,24,0,1,0,1,1,1,2.32,3
EST-1094,17,0,1,3,14.5,8,1,3,0,0,0,0,4.0,0
EST-1095,16,1,0,2,8.2,19,0,3,0,1,1,1,2.06,3
